attendance_bucket,Category,Borough,Location,Event Name,Event Type,time_of_day,day_type,audience_1,audience_2,audience_3,audience_4,audience_5,audience_6,audience_7,audience_8
unknown_attendance,Sport,Bronx,Claremont Park,Soccer Skills,Agency Produced Event,morning_time,weekday,children_audience,young_adult_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,morning_time,weekend,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Carmansville Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Brooklyn,St. John's Park,Summer 2020 Outdoor Program,Agency Produced Event,morning_time,weekday,teens_audience,seniors_audience,general_public_audience,adults_audience,,,,
low_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,morning_time,weekday,adults_audience,,,,,,,
med_attendance,Sport,Brooklyn,McKinley Park,Soccer,Local Event,afternoon_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickleball,Community Based Event,morning_time,weekday,adults_audience,seniors_audience,,,,,,
unknown_attendance,Fitness,Staten Island,Freshkills Park,Stonger Than Ever - Trail Walk,Open House,morning_time,weekday,seniors_audience,,,,,,,
low_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekday,teens_audience,,,,,,,
med_attendance,Sport,Manhattan,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Sport,Manhattan,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,Summer Sports Experience,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Columbus Park,KIM Outdoor PRogramming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
unknown_attendance,Sport,Manhattan,Columbus Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
unknown_attendance,Sport,Brooklyn,Maria Hernandez,Youth Summer Pop Up Recreation,Local Event,morning_time,weekday,tot_audience,children_audience,,,,,,
unknown_attendance,Sport,Bronx,Barretto Point Park,Basketball Skills,Agency Produced Event,afternoon_time,weekday,children_audience,young_adult_audience,teens_audience,,,,,
unknown_attendance,Sport,Bronx,Ferry Point Park,Soccer Skills,Agency Produced Event,morning_time,weekday,children_audience,young_adult_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Marcus Garvey Park,Harlem Programming,Community Based Event,morning_time,weekend,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,afternoon_time,weekday,young_adult_audience,,,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,Pick Up Pickle Ball,Local Event,morning_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Bronx,St. Mary's Park,Skills & Drills,Community Based Event,morning_time,weekday,teens_audience,young_adult_audience,,,,,,
low_attendance,Fitness,Bronx,Soundview Park,Mindful Play,Agency Produced Event,morning_time,weekday,children_audience,,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Chair Arobics,Community Based Event,morning_time,weekday,young_adult_audience,adults_audience,teens_audience,adaptive_audience,seniors_audience,general_public_audience,,
low_attendance,Fitness,Bronx,Soundview Park,Qigong,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Brooklyn,Leif Ericson Park,Pick up Pickle Ball,Local Event,morning_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,TABATA,Local Event,afternoon_time,weekday,young_adult_audience,adults_audience,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Spin 2020,Community Based Event,morning_time,weekday,young_adult_audience,adults_audience,teens_audience,adaptive_audience,seniors_audience,general_public_audience,,
low_attendance,Sport,Manhattan,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,morning_time,weekend,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Circuit Training,Community Based Event,morning_time,weekday,seniors_audience,adults_audience,,,,,,
unknown_attendance,Fitness,Staten Island,Freshkills Park,stronger than ever - trail walks,Open House,morning_time,weekday,seniors_audience,,,,,,,
low_attendance,Fitness,Brooklyn,St. John's Park,Summer 2020 Outdoor Program,Agency Produced Event,morning_time,weekday,adults_audience,seniors_audience,general_public_audience,,,,,
med_attendance,Fitness,Brooklyn,Leif Ericson Park,Pick Up Pickle Ball,Local Event,morning_time,weekday,seniors_audience,,,,,,,
low_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekday,teens_audience,children_audience,,,,,,
unknown_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekday,children_audience,teens_audience,,,,,,
low_attendance,Sport,Bronx,St. Mary's Park,unknown_name,Community Based Event,night_time,weekday,teens_audience,children_audience,,,,,,
low_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekday,teens_audience,children_audience,,,,,,
low_attendance,Sport,Bronx,St. Mary's Park,Skills and Drills,Community Based Event,morning_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Sport,Bronx,St. Mary's Park,Skills and Drills,Community Based Event,night_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Sport,Bronx,St. Mary's Park,Skills and Drills,Community Based Event,morning_time,weekday,children_audience,teens_audience,,,,,,
unknown_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickleball,Community Based Event,morning_time,weekday,seniors_audience,adults_audience,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Circuit Training,Community Based Event,morning_time,weekday,adults_audience,seniors_audience,,,,,,
unknown_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickleball Youth,Community Based Event,afternoon_time,weekday,children_audience,,,,,,,
unknown_attendance,Fitness,Bronx,Williamsbridge Oval Park,Fitness Challenge,Community Based Event,night_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickleball,Community Based Event,morning_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Sports,Community Based Event,afternoon_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickleball,Community Based Event,morning_time,weekday,adults_audience,seniors_audience,,,,,,
low_attendance,Fitness,Brooklyn,St. John's Park,Summer 2020 Outdoor Program,Agency Produced Event,morning_time,weekday,adults_audience,seniors_audience,general_public_audience,,,,,
low_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickleball youth,Community Based Event,afternoon_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Manhattan,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Columbus Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Sport,Manhattan,Highbridge Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,adults_audience,,,,
med_attendance,Sport,Manhattan,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Carmansville Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,,,,,,
low_attendance,Sport,Manhattan,Highbridge Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,teens_audience,,,,,,
low_attendance,Sport,Manhattan,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Sport,Manhattan,Highbridge Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,Freshkills Park,Stronger Than Ever,Open House,morning_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Manhattan,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Fitness,Brooklyn,Leif Ericson Park,Pick Up Pickleball,Local Event,morning_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,Harlem Programming,Community Based Event,morning_time,weekend,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,Harlem Programming,Community Based Event,morning_time,weekend,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,Harlem Programming,Community Based Event,morning_time,weekend,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Manhattan,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,,,,,
unknown_attendance,Fitness,Bronx,Soundview Park,Mindful Play,Agency Produced Event,morning_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Bronx,Soundview Park,Qigong,Agency Produced Event,morning_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Brooklyn,Sunset Park,Interval Walking,Agency Produced Event,morning_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Brooklyn,Sunset Park,Flex and Stretch,Agency Produced Event,morning_time,weekday,adults_audience,young_adult_audience,,,,,,
high_attendance,Fitness,Brooklyn,Betsy Head Park,Fall Feild Day,Local Event,morning_time,weekday,children_audience,,,,,,,
unknown_attendance,Fitness,Brooklyn,Paerdegat Park,Senior Power Walk and Stretch,Agency Produced Event,morning_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Brooklyn,Paerdegat Park,Senior Power Walk,Agency Produced Event,morning_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Chair Arobics,Community Based Event,morning_time,weekday,adults_audience,teens_audience,adaptive_audience,seniors_audience,general_public_audience,,,
med_attendance,Fitness,Brooklyn,Leif Ericson Park,Pick Up Pickleball,Local Event,morning_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekend,teens_audience,,,,,,,
med_attendance,Sport,Bronx,St. Mary's Park,Skills and Drills,Community Based Event,morning_time,weekend,young_adult_audience,,,,,,,
unknown_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekday,teens_audience,,,,,,,
low_attendance,Fitness,Bronx,Williamsbridge Oval Park,Spin 2020,Community Based Event,morning_time,weekday,young_adult_audience,adults_audience,teens_audience,adaptive_audience,seniors_audience,general_public_audience,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Spin 2020,Community Based Event,morning_time,weekday,young_adult_audience,adults_audience,general_public_audience,teens_audience,adaptive_audience,seniors_audience,,
low_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Inspiration Motivation,Open House,morning_time,weekday,general_public_audience,,,,,,,
low_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,morning_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,morning_time,weekday,young_adult_audience,adults_audience,,,,,,
low_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,morning_time,weekday,general_public_audience,,,,,,,
low_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
low_attendance,Sport,Bronx,St. Mary's Park,Skills & Drills,Community Based Event,morning_time,weekday,children_audience,teens_audience,young_adult_audience,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Bend & Flex,Open House,morning_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Wake-Up Stretch and Relax Yoga,Open House,morning_time,weekday,general_public_audience,,,,,,,
med_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Brooklyn,St. John's Park,Summer 2020 Outdoor Program,Agency Produced Event,morning_time,weekday,adults_audience,seniors_audience,general_public_audience,,,,,
low_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,afternoon_time,weekday,young_adult_audience,adults_audience,,,,,,
med_attendance,Sport,Bronx,St. Mary's Park,Skill & Drills,Community Based Event,night_time,weekday,adults_audience,,,,,,,
low_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Plyometrics,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Fitness,Bronx,St. Mary's Park,unknown_name,Community Based Event,morning_time,weekday,teens_audience,,,,,,,
high_attendance,Sport,Staten Island,Macombs Dam Park,Citywide Flag Football Championship,Tournament/Competition,morning_time,weekend,tot_audience,teens_audience,,,,,,
med_attendance,Fitness,Bronx,St. Mary's Park West,Trap and Spin,Open House,night_time,weekday,adults_audience,young_adult_audience,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Circuit Training,Community Based Event,morning_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Brooklyn,St. John's Park,Summer 2020 Outdoor Program,Agency Produced Event,morning_time,weekday,adults_audience,seniors_audience,general_public_audience,,,,,
unknown_attendance,Fitness,Bronx,Williamsbridge Oval Park,Youth Fitness,Community Based Event,afternoon_time,weekday,children_audience,,,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,TABATA,Local Event,afternoon_time,weekday,young_adult_audience,adults_audience,,,,,,
unknown_attendance,Fitness,Bronx,St. Mary's Park,Cardio + Strength,Community Based Event,morning_time,weekday,teens_audience,,,,,,,
unknown_attendance,Sport,Bronx,St. Mary's Park,Skills & Drills,Community Based Event,morning_time,weekday,teens_audience,,,,,,,
med_attendance,Sport,Manhattan,Highbridge Park,KIM Outdoor Programming,Community Based Event,morning_time,weekday,tot_audience,children_audience,teens_audience,adults_audience,,,,
